name,company,place,salary,education,experience,label,scale,href,key_word,salary_avg,experience_years,education_level,scale_value,cluster
AI产品经理,广州景烁数据科技有限公司,成都-高新区,15-30k·15薪,统招本科,3年以上,广州景烁数据科技有限公司,5000-10000人,https://www.liepin.com/job/1978788275.shtml,AI,22.5,3.0,3,5,1
AI编译器、算子、通信库、ESL、软硬协同、AI WIFI固件、框架、NIC网卡驱动,某北京电子/半导体/集成电路公司,成都,50-70k·16薪,硕士,5年以上,某北京电子/半导体/集成电路公司 D轮及以上,100-499人,https://www.liepin.com/a/71038723.shtml,AI,60.0,5.0,4,2,1
AI产品经理,某深圳大型食品/饮料/酒水公司,成都-武侯区,15-25k·13薪,统招本科,5-10年,某深圳大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/71108145.shtml,AI,20.0,7.5,3,5,1
软件工程专家 – AI 开发专家（医药/临床/药物）,某北京大型制药公司,成都,35-55k·14薪,硕士,5-10年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70726241.shtml,AI,45.0,7.5,4,5,1
AI运营&培训（通威股份总部）(J10797),通威股份,成都-高新区,13-25k·15薪,统招本科,3-5年,通威股份 沪深A股上市,10000人以上,https://www.liepin.com/job/1973179113.shtml,AI,19.0,4.0,3,5,1
产品总监(CRM+AI方向) base成都,某广告/公关/会展公司,成都,45-50k·13薪,统招本科,10年以上,某广告/公关/会展公司,100-499人,https://www.liepin.com/a/70958305.shtml,AI,47.5,10.0,3,2,3
产品经理（AI音频视分析方向）,麦可思数据,成都,20-40k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1976855361.shtml,AI,30.0,3.0,3,2,4
AI产品经理,某机械/设备公司,成都,25-35k,学历不限,10年以上,某机械/设备公司 融资未公开,5000-10000人,https://www.liepin.com/a/69471707.shtml,AI,30.0,10.0,0,5,0
AI应用工程师（RAG/Agent),友邦资讯科技(广州)有限公司,成都-高新区,20-45k·13薪,统招本科,2-4年,友邦资讯科技(广州)有限公司 港股上市,2000-5000人,https://www.liepin.com/job/1979281555.shtml,AI,32.5,3.0,3,0,4
AI推理加速研发专家（公有云智能体方向）-成都/上海/北京,某知名公司,成都,40-50k·15薪,统招本科,5-10年,某知名公司 战略融资,2000-5000人,https://www.liepin.com/a/70921529.shtml,AI,45.0,7.5,3,0,3
AI中台技术负责人,某成都专业技术服务公司,成都,70-100k·15薪,本科,经验不限,某成都专业技术服务公司,100-499人,https://www.liepin.com/a/70466361.shtml,AI,85.0,0.5,3,2,2
AI Infra中台负责人（大模型首席架构师）,,成都,90-110k·13薪,本科,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70383075.shtml,AI,100.0,7.5,3,5,5
AI算法工程师,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70928067.shtml,AI,25.0,0.5,3,5,2
AI行业客户经理（职教大客户） (MJ001629),北京神州泰岳软件股份有限公司,成都-金牛区,25-40k,本科,3年以上,北京神州泰岳软件股份有限公司 创业板上市,2000-5000人,https://www.liepin.com/job/1974577415.shtml,AI,32.5,3.0,3,0,4
java开发工程师（AI自研项目）,麦可思数据,成都,15-20k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1979033191.shtml,AI,17.5,3.0,3,2,4
产品负责人（AI音乐生成方向）,某成都互联网公司,成都,50-75k,学历不限,5-10年,某成都互联网公司 融资未公开,100-499人,https://www.liepin.com/a/70023007.shtml,AI,62.5,7.5,0,2,0
AI Architect,思特沃克软件技术(西安)有限公司,成都-武侯区,40-50k·14薪,统招本科,5-10年,思特沃克软件技术(西安)有限公司,2000-5000人,https://www.liepin.com/job/1977911029.shtml,AI,45.0,7.5,3,0,3
Software QA - AI Tester,雷蛇技术开发(深圳)有限公司,成都-高新区,15-20k·13薪,统招本科,3-5年,雷蛇技术开发(深圳)有限公司 融资未公开,500-999人,https://www.liepin.com/job/1978018743.shtml,AI,17.5,4.0,3,3,4
AI算法工程师,成都万创科技股份有限公司,成都-武侯区,20-40k,硕士,3-5年,成都万创科技股份有限公司 B轮,100-499人,https://www.liepin.com/job/1979207027.shtml,AI,30.0,4.0,4,2,1
算法工程师（AI+医疗方向）,AI领域独角兽,成都,35-65k·14薪,硕士,3-5年,AI领域独角兽 C轮,100-499人,https://www.liepin.com/a/71115467.shtml,AI,50.0,4.0,4,2,1
AI&大数据架构师,某大型学术/科研公司,成都,30-60k·15薪,统招本科,5-10年,某大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/70952157.shtml,AI,45.0,7.5,3,3,1
AI产品经理,某国内知名互联网公司,成都,25-40k,统招本科,5-10年,某国内知名互联网公司 已上市,10000人以上,https://www.liepin.com/a/71052441.shtml,AI,32.5,7.5,3,5,1
AI智算网络芯片-IC验证工程师/经理/总监,某上海计算机软件公司,成都,100-120k·15薪,硕士,5年以上,某上海计算机软件公司,1-49人,https://www.liepin.com/a/69549991.shtml,AI,110.0,5.0,4,0,5
AI小说推文,成都明全文化传媒有限公司,成都-武侯区,5-10k,学历不限,1-3年,成都明全文化传媒有限公司,100-499人,https://www.liepin.com/job/1977689359.shtml,AI,7.5,2.0,0,2,0
AI产品经理,某北京大型食品/饮料/酒水公司,成都,20-30k,统招本科,5-10年,某北京大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/70836895.shtml,AI,25.0,7.5,3,5,1
python后端开发工程师,长安通信科技有限责任公司,北京-昌平区,15-25k,本科,1-3年,长安通信科技有限责任公司,500-999人,https://www.liepin.com/job/1948676599.shtml,Python,20.0,2.0,3,3,4
python研发工程师,北京赛迈特锐医疗科技有限公司,北京,8-12k,本科,1-3年,北京赛迈特锐医疗科技有限公司 A轮,50-99人,https://www.liepin.com/job/1936601809.shtml,Python,10.0,2.0,3,0,4
python工程师,北京博创尚和科技有限公司,北京,15-20k·13薪,本科,1-3年,北京博创尚和科技有限公司 融资未公开,50-99人,https://www.liepin.com/job/1936311751.shtml,Python,17.5,2.0,3,0,4
python开发工程师,北京网深科技有限公司,北京-朝阳区,18-22k,统招本科,3-5年,北京网深科技有限公司,1-49人,https://www.liepin.com/job/1935698445.shtml,Python,20.0,4.0,3,0,4
python（双休 大厂 年终奖),某深圳大型通信设备公司,北京,14-28k·14薪,本科,经验不限,某深圳大型通信设备公司 战略融资,10000人以上,https://www.liepin.com/a/70860647.shtml,Python,21.0,0.5,3,5,2
后端开发(Go/python/C++),,北京,40-60k,本科,3-5年,科技金融 已上市,500-999人,https://www.liepin.com/a/70237673.shtml,Python,50.0,4.0,3,3,1
后端开发工程师（AI工业/java+python）,某北京IT服务公司,北京-朝阳区,14-16k,本科,3-5年,某北京IT服务公司 融资未公开,50-99人,https://www.liepin.com/a/70074957.shtml,Python,15.0,4.0,3,0,4
【头部金融公司】Python开发工程师，北京/上海,某北京基金/证券/期货公司,北京-海淀区,30-60k·16薪,统招本科,经验不限,某北京基金/证券/期货公司 融资未公开,100-499人,https://www.liepin.com/a/69501407.shtml,Python,45.0,0.5,3,2,2
Python数据（情报）分析工程师,某北京大型互联网公司,北京,12-20k·14薪,统招本科,3-5年,某北京大型互联网公司 融资未公开,500-999人,https://www.liepin.com/a/69236611.shtml,Python,16.0,4.0,3,3,4
Python开发工程师,天津和光同德科技股份有限公司北京分公司,北京-朝阳区,20-23k,本科,5-10年,天津和光同德科技股份有限公司北京分公司,50-99人,https://www.liepin.com/job/1979228927.shtml,Python,21.5,7.5,3,0,3
Python开发工程师,天津和光同德科技股份有限公司,北京-朝阳区,20-23k,本科,5-10年,天津和光同德科技股份有限公司,100-499人,https://www.liepin.com/job/1979224117.shtml,Python,21.5,7.5,3,2,3
